video_id,title,description,date,fav_count,url
-ZOqUoE0Nyw,What To Look For MIRIAM HASKELL Vintage Jewelry!,"What To Look For MIRIAM HASKELL Vintage Jewelry! All about Miriam Haskell vintage jewelry! Vintage Jewelry Identification! Learn how to identify Miriam Haskell vintage jewelry! I show you dozens of rare vintage Haskell jewelry pieces in full detail and explain the elements and how to tell authentic real Miriam Haskell from fake knock offs. Every vintage jewelry collector needs to know how to identify vintage Haskell jewelry and Haskell era vintage jewelry. Yes it is a long video but it is worth watching in several sessions if you must. Every minute is packed with helpful advice and knowledge from decades of being in the business of,  and collecting high end vintage costume jewelry. Be prepared to take screen shots and notes. I also show you examples of what is mistakenly called Haskell at the end of the video.

♥︎  TEXT ME:  917-809-7250  For Live Auction Alerts
♥︎  GALAXY SHOP:  973-949-0785  https://shopgalaxy.com/hudson-vintage/profile
♥︎ SELL OR CONSIGN: hudsonvintage@me.com SUBJECT: Help!
♥︎  MEMBERSHIP PATREON:
 https://www.patreon.com/hudsonvintage
♥︎  MEMBERSHIP YOUTUBE:  https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA/join
♥︎ SOCIALS:
Facebook: https://www.facebook.com/hudsonvintageny/
Instagram:  https://www.instagram.com/hudsonvintage/
♥︎ AMAZON:  https://www.amazon.com/shop/hudsonvintage
♥︎ FRIEND MAIL
Hudson Vintage
P.O. BOX 526
Blairstown NJ
07825
♥︎ CONTACT ME:
EMAIL: hudsonvintage@me.com
TEXT:  917-809-7250
♥︎ JOIN this channel to get access to perks:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA/join

I am a vintage jewelry expert and have a vast collection of vintage jewelry and clothes. I have been a source for movies and TV,  (the last being ""The Irishman"").  I make videos on creating personal style with modern clothes we buy everyday, and adding vintage finds and thrifted treasure!  I'm a long time vintage professional. I've been a high-end NY vintage shop owner,  and my personal collection remains a source closet for designers and wardrobe directors. I make new videos every week (or almost every week) subscribe now to see them all!   xo ~D Hudson Vintage

MOST POPULAR VIDEO
https://www.tubebuddy.com/quicknav/mostpopular/UCZBYmN6psJwd2S_8-WxtUHA

LAST WEEK'S UPLOAD:
https://www.tubebuddy.com/quicknav/latest/UCZBYmN6psJwd2S_8-WxtUHA

CHANNEL INTRO:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA?sub_confirmation=1

EMAIL: hudsonvintage@me.com

As an Amazon Associate I earn from qualifying purchases",2020-07-23T19:24:02Z,30319,https://www.youtube.com/watch?v=-ZOqUoE0Nyw
sYQ6lmxkBzY,Vintage Jewelry Box from Cardboard /DIY Jewelry Box Design Craft Ideas,"Vintage jewelry Box from Cardboard /DIY Jewelry Box Design Craft Ideas
In this video I will show you how to make a beautiful vintage jewelry box from recycled cardboard
I hope you enjoy this video, please  LIKE, COMMENT, SHARE and SUBSCRIBE! With love KITTY IDEAS 😘😘 Thank you
See my other videos 👇
https://www.youtube.com/channel/UCqDbcLJ2JjDHClvpY-yKsqw/videos
--------------------------------------------------------------------------------------------
Materials:
- Cardboard,
- Image printing - https://www.pinterest.com/pin/641411171938230281/
- Box template - https://www.pinterest.com/pin/641411171938185967/?d=t&mt=login
-Tissue  paper,
- Wood glue, hot glue,
- Acrylic paints,
- Clear varnish ,acrylic varnish
- Air-dry clay
- Metallic Wax Paste - https://dadarkararts.com/product-detail/metallic-wax-paste-pack-of-10-shades-by-get-inspired
- Gold pigment powder - https://dadarkararts.com/product-detail/rich-gold-pigment-powder-25grams-jar-for-antique-look-by-get-inspired
- Silicone molds
http://ali.pub/5dob74
http://alii.pub/66nav2",2021-12-24T16:08:03Z,185403,https://www.youtube.com/watch?v=sYQ6lmxkBzY
kvPQxD7X5LI,Vintage Jewelry Christmas Tree Art Project Demo,"I have always loved this retro Christmas craft, and always see these jewelry trees on velvet for sale at antique stores. It's fun and easy to make your own! Use old jewelry you don't wear anymore, include meaningful pieces from family members, or thrift some cool finds.

All you need is a heavy board (I used a 9x12 canvas panel), a piece of fabric for the background, some pliers and wire cutters, Weldbond adhesive, and hot glue along with your jewelry pieces.

One-of-a-kind DIY decorations are the best! Happy holidays :).",2020-12-09T17:00:33Z,13882,https://www.youtube.com/watch?v=kvPQxD7X5LI
iPg0eD2sQkw,HOW TO MAKE A TABLETOP CHRISTMAS TREE WITH VINTAGE JEWELRY | Christmas DIY Craft/Tutorial,"HOW TO MAKE A TABLETOP CHRISTMAS TREE WITH VINTAGE JEWELRY | Christmas DIY Craft/Tutorial

Products shown:

24-piece brooch set: https://amzn.to/3kXLpo7

Cone floral foam: https://amzn.to/3thQzPy

Metallic tape (similar): https://amzn.to/3yL5Qtm

Greening pins: https://amzn.to/3n0BvoA

Push pins: https://amzn.to/3BGCNJj

Dotting tool: https://amzn.to/3n7xnDc

Rhinestone glue: https://amzn.to/3jIdTTF

Gorilla glue: https://amzn.to/3DOdMhm


***********************************************************

Other videos of interest:

How to Make a Christmas Wreath Using Vintage Ornaments: https://youtu.be/GgbOkg7niCI

If you want more Christmas videos, be sure to check out my Christmas decorating playlist! https://www.youtube.com/watch?v=-oIkyuzqx3s&list=PLN6rjAAfQfU7qDH9T5HTSR8j0-zVSinXp


***********************************************************

In this video, I show you how I create a tabletop Christmas tree using vintage and vintage-insprired jewelry.  I hope you enjoy!

***********************************************************


FTC: This video is not sponsored.

Affiliate links or codes may be used, meaning I receive a small percentage of sales made with them.  Shopping via these links helps support my channel but you're under no obligation to use them.

All opinions expressed are my own and 100% honest.

#christmas #christmastree #christmasdiy",2021-09-05T14:00:14Z,7979,https://www.youtube.com/watch?v=iPg0eD2sQkw
84Sn87txzdg,Valuing Antique and Vintage Jewelry - Find Bargains by Dr. Lori,"See how you can find valuable #antique and vintage #jewelry as #ThriftStoreFinds. Watch Ph.D. Antiques Appraiser Dr. Lori value cameo pins and brooches made with mother of pearl, Victorian heart shaped pins, costume jewelry, faux opal jewelry, gold pieces and much more. Plus, tips to date and identify jewelry from the back of the piece. Ask Dr. Lori to appraise your antique jewelry or thrift store find. Attend her antiques appraisal events near you or submit photos on Dr. Lori's website.",2019-11-03T21:00:00Z,111008,https://www.youtube.com/watch?v=84Sn87txzdg
RVeNLrHoWMg,Vintage Jewelry Haul and Favorite Vintage Jewelry!,"Some of my all-time favorites. And vintage jewelry haul .

thank you for watching subscribing and thumbs up and commenting! Announcement for auction soon on Princess Casserole‘s channel! ￼",2022-01-30T22:49:20Z,4251,https://www.youtube.com/watch?v=RVeNLrHoWMg
avybPsagN_E,Vintage Jewelry Jar $19.99 Jackpot! Gold &amp; Silver,"Vintage Jewelry Haul Vintage Jewelry Jar

Vintage jewelry and modern designer brand jewelry thrift haul from a jewelry sale. Found sterling vintage Native Jewelry, gold, and others !

ThredUp $10 off your first order:
http://www.thredup.com/r/XQ1JU7
Etsy: PrincessCasseroleUS
40 Free Listings: https://www.etsy.com/invites/sell/?iid=4aM6lvR7BGanPlkH3rhSKxPvPSLU-YMLx2HAGzmy0h0
Mercari $10 coupon off your first order:
Sign up for Mercari and get $10 off your first purchase. Here's my invitation link : https://merc.li/bMyF3Qb
Poshmark: @CarlaCasserole
https://bnc.lt/focc/2ec05Gtl2N
Use Code CARLACASSEROLE for $5 Poshmark Credit
Email: PrincessCasserole@gmail.com
Follow my Facebook page at:
https://www.facebook.com/princesscasserole/
Follow me on instagram:
https://www.instagram.com/princess_casserole/

Disclaimer: This is not a sponsored video.  All things were bought with my own money.  All opinions are my own.",2020-05-01T01:00:22Z,12629,https://www.youtube.com/watch?v=avybPsagN_E
IG-zk2Q-dfA,Trifari Jelly Belly Brooches - What is a Jelly Belly? - Selling Vintage Jewelry,"Trifari Jelly Belly Brooches - What is a Jelly Belly? - Selling Vintage Jewelry - Trifari Jelly Belly -
Jewelry Lovers and Sellers- http://texasgaltreasures.com/jewelry-group/
TGT Jewelry Newsletter - http://bit.ly/2BzpZ9k
40 FREE Etsy Listings Promo - http://etsy.me/2yoMWxM
Printful Sign Up - https://www.printful.com/a/texasgaltreasures

Amazon Influencer-
https://www.amazon.com/shop/texasgaltreasures

Merch Links-
Merch Patreon- https://www.patreon.com/texasgaltreasures
Make Shirts Online - http://make-merch.com/
Graphic Stock 7 Day Free Trial - Go to https://videoblocks.go2cloud.org/SH8Y
Merch Informer Coupon Code -https://merchinformer.com/122.html
Coupon Code : TexasGal    for 20% off your order

TubeBuddy - https://www.tubebuddy.com/TexasGal

Facebook Groups
Jewelry Lovers and Sellers- http://texasgaltreasures.com/jewelry-group/
International League of Thrifters - https://www.facebook.com/groups/internationalleagueofthrifters
Thrifty Frugal Moms and Dads - https://www.facebook.com/groups/1507909059266870/

Some of the tools I use:
Metal Testing Kit I got: http://amzn.to/1QbyWqV
Jewelry Magnet:  http://amzn.to/2bAPcW
Jeweler's Loupe:  http://amzn.to/2bECrvQ
Keychain Loupe: http://amzn.to/2bTaD3c
Ring Sizer: http://amzn.to/2bVyMG4
Bakelite Testing: http://amzn.to/2bk1FNK
Pop Up Photo Tent: http://amzn.to/28Rw6q9
Poly bag combo pack: http://amzn.to/1PT8wvT
Poly Mailers: http://amzn.to/1Wr84Wi
Scale: http://amzn.to/1PT8OTq
Canon G7x - http://amzn.to/2ad5OAZ
Small Photo Tent: http://amzn.to/2xvss6s
Diamond Tester: http://amzn.to/2ydZTcG

Social Media Links
My Website - http://texasgaltreasures.com
Facebook - http://facebook.com/texasgaltreasures
Twitter - https://twitter.com/TXgaltreasures
Instagram - https://www.instagram.com/texasgaltreasures
Pinterest - https://www.pinterest.com/TXgaltreasures
Snapchat - TexasMargaret

Contact Info:
*Mailbox*
PO Box 825
Friendswood, TX
77549

Email - texasgaltreasures@gmail.com

Disclaimer:  The information on my channel is not intended as expert advice.  Views expressed here are my opinion and what I have learned and experienced personally.  Viewers are encouraged to inform themselves thoroughly and find all points of view that apply to them.  Unless indicated otherwise, I am not sponsored by anyone to endorse nor critique any products.  All comments, opinions, and views are my own.  Links may contain affiliate referrals.


I'm a stay at home mom, SAHM, that shares thrifty tips, frugal tips, how we live on one income, and how to make extra money to supplement our 1 paycheck household.  I show exactly how I make money selling online, what I buy and sell in my ebay store and etsy store, and how to make a passive  income from Merch by Amazon, Amazon Affiliates, Youtube, and more!  If you are looking for ways to make extra money and find frugal tips for your family, you have come to the right place!

I have found that reselling online is a great way to make money online as a stay at home mom.  I pick up things to resell in my Ebay Store and my Etsy Store, both called Texas Gal Treasures.  In many of my videos I share how to sell things on ebay and etsy to make a profit so I can make money fast working from home.  I enjoy selling jewelry from estate sales, thrift stores, and opening jewelry jars to find the texas treasures within!

This channel is all about making and saving money, learning and having fun for stay at home moms and dads, entrepreneurs, work from home being your own boss peeps, jewelry lovers, shirt makers and more!  I teach you how I sell on ebay, etsy, amazon and more.  I share what to look for in thrift stores, garage sales, and estate sales.  I also show you how to list and ship products to customers that you are flipping for profit!",2017-11-30T22:38:42Z,3174,https://www.youtube.com/watch?v=IG-zk2Q-dfA
kc6y2HGbAeg,Going trough beautiful Vintage Jewelry,"Lucia's Channel  @Lucia's Splendors
THANK YOU FOR WATCHING
THEASE ARE ALL VINTAGE JEWELRY FINDS FROM SURPRISE GOODWILL JEWELRY JAR OPENINGS, THRIFT HAULS, ESTATE SALES, GARAGE SALES, AND TREASURE HUNTING, IM NOT A JEWELRY EXPERT hope you had fun watching , don't forget to hit the thumbs up
Винтажные украшения

My ETSY SHOP https://www.etsy.com/shop/AnitaFunita
FacebooK Group https://www.facebook.com/groups/340518473168450/
Instagram - https://www.instagram.com/anita_funita_/
My Email trashtotreasure76@gmail.com

Check out my Amazing friend Lucia's Channel  @Lucia's Splendors
Lucias Channel https://www.youtube.com/channel/UCtKpFO1BV8x2rHccPcHmOYg
Lucia's Etsy shop https://www.etsy.com/shop/LucZal
Lucias Instagram -  https://www.instagram.com/_lucia__lei/

For Buisness Inquaries : Email IS TRASHTOTREASURE76@GMAIL.COM

joyería de la vendimia ,  , joyas de diseñador , colección de joyas , joyas coleccionables
venta de joyas
коллекция ювелирных изделий . винтажные украшения , коллекционные украшения
дизайнерские украшения , перепрофилировать ювелирные изделия , продажа ювелирных изделий Винтажные украшения

PRODUCTS I USE:
Presidium Gem Tester https://presidium.com.sg/store/shop/
Bubble Wrap
https://www.amazon.com/gp/product/B072C7L3M8/ref=ppx_yo_dt_b_asin_title_o01_s00?ie=UTF8&psc=1
Acid test kit https://www.amazon.com/gp/product/B008R3AAJS/ref=ppx_yo_dt_b_asin_title_o06_s00?ie=UTF8&psc=1
Plastic zip bags https://www.amazon.com/gp/product/B01B17TNSA/ref=ppx_yo_dt_b_asin_title_o09_s00?ie=UTF8&psc=1
Rolo Label printer https://www.amazon.com/gp/product/B01MA3EYC5/ref=ppx_yo_dt_b_asin_title_o02_s00?ie=UTF8&psc=1
Rolo Labels https://www.amazon.com/gp/product/B01MA3EYC5/ref=ppx_yo_dt_b_asin_title_o02_s00?ie=UTF8&psc=1
Ring Sizing, Measuring and repair kit https://www.amazon.com/gp/product/B07NRLR36B/ref=ppx_yo_dt_b_asin_title_o08_s00?ie=UTF8&psc=1
Jewelry Polishing Cloths https://www.amazon.com/gp/product/B01JLMEY7M/ref=ppx_yo_dt_b_asin_title_o02_s00?ie=UTF8&psc=1

Social Media Links .
 Instagram - https://www.instagram.com/anita_funita_/
 Pinterest - https://www.pinterest.com/terabraamyan

Copyright Disclaimer, Under Section 107 of the Copyright Act 1976, allowance is made for 'fair use' for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statue that might otherwise be infringing. Non-profit , educational or personal use tips the balance in favor of fair use. #jewelryjar #vintagejewelry #thrifthaul #Винтажные украшения",2022-03-04T20:32:44Z,5801,https://www.youtube.com/watch?v=kc6y2HGbAeg
wNO8IePnXSA,Vintage Estate Jewelry Collection | How to Identify Vintage Jewelry | Turquoise | Silver | Gold,"On episode 6 of The Recycled Life Selena and Laura share their favorite thrift store vintage jewelry pieces. Meet the Michelle's, two avid estate jewelry collectors who let us come take a peek into their personal vintage collections and share some of their pro tips like -
 -How to test bakelite jewelry
 - How to identify true vintage jewelry by the clasp.

We are just tow friends who love to go picking at thrift stores, garage sales, estate sales, auctions and barn sales. Nothing is off limits for treasure hunting!
Want to sign us for our our TV show?...We'd LOVE that!

For emails and collaborations: Laura.therecycledlife@gmail.com",2018-10-19T07:00:04Z,123618,https://www.youtube.com/watch?v=wNO8IePnXSA
ISffM81xi80,Fabulous Vintage Jewelry Jar,"Thank you for watching! Please email if you see something that you are interested in purchasing.

I sell my jewelry on Etsy and Ebay.
Please visit my Etsy shop:https://www.etsy.com/shop/LucZal
My email : best_ach@yahoo.com
Follow me on Instagram https://www.instagram.com/_lucia__lei/


My Fantastic Friend Anita’s channel https://www.youtube.com/anitafunita
Anita's Etsy shop https://www.etsy.com/shop/AnitaFunita...
https://www.instagram.com/anita_funita_/",2021-10-25T19:32:46Z,35430,https://www.youtube.com/watch?v=ISffM81xi80
JS0agRI0f_g,"Vintage Jewelry How to: Restore, Repair &amp; Reclaim Costume Jewelry Touch Up Pens","Touch Up Pens can save your vintage costume jewelry; use theses easy techniques and tools
#repairjewelry #jewelry #vintagejewelry
Join this channel to get access to perks:
https://www.youtube.com/channel/UCAvAaPlXvgsL0fZBHmQejrw/join
For business inquiries please contact me directly: email thelmahoards@gmail.com
Please LIKE my Facebook Public Page by clicking this link https://www.facebook.com/ConnoisseurCollectorCurator
If Interested in my private, yet FREE auction group on FACEBOOk, please request to join by clicking the link. Thelma Thrift Members Only Auction & Sale. https://www.facebook.com/groups/856784751335050/ REMEMBER to agree to the policies. Thank you leaving a thumbs up and a comment. FOLLOW me on INSTAGRAM:https://www.instagram.com/thelmathrift/
Thank you for supporting my channel as a member https://www.youtube.com/channel/UCAvAaPlXvgsL0fZBHmQejrw/join",2022-03-04T19:19:15Z,2302,https://www.youtube.com/watch?v=JS0agRI0f_g
F-GGl8s11yE,Vintage Jewelry Identification Carol Duplaise,"Vintage jewelry identification for designer Carol Duplaise. Collectors information for Carol Duplaise jewelry along with history, background, and information for identification.",2021-09-08T11:00:06Z,1130,https://www.youtube.com/watch?v=F-GGl8s11yE
U_EztSg93Zo,JEWELRY JAR/ VINTAGE JEWELRY/ LISNER/ CROWN TRIFARI/ SWAROVSKI,,2021-09-23T23:04:16Z,1995,https://www.youtube.com/watch?v=U_EztSg93Zo
bKwa0_NAjtA,HOW TO DO A CHRISTMAS WREATH Using Vintage Jewelry - repurposing/ recycling jewelry,"Thank you for watching.
Today's project was all about reusing old vintage jewelry and how you can repurpose  and give them a second life,
Hope you got inspired
#DIY#ChristmasWreath",2020-10-28T03:24:48Z,13096,https://www.youtube.com/watch?v=bKwa0_NAjtA
LNXsvqNtVkw,Thrift Store Vintage Jewelry Holiday Wreath DIY,"SUBSRCRIBE for more videos!
Shop my store The Vintage Bombshell for beautiful vintage and antiques here: https://www.thevintagebombshell.com/

For collaborations, email Selena at Hellovintagebombshell@gmail.com

Watch me hunt thrift stores, auctions and goodwill for vintage finds on The Recycled Life:  https://www.youtube.com/channel/UCEDLDyuTial0Jtb3IHCab9Ahttps://www.youtube.com/channel/UCEDLDyuTial0Jtb3IHCab9A",2020-12-11T12:00:13Z,44389,https://www.youtube.com/watch?v=LNXsvqNtVkw
jae2wpa_QUg,Vintage Jewelry Box MAKEOVER  / Upcycled Thrift Store Find / EASY DIY Tutorial,"This is a full tutorial of how I upcycled this vintage Jewellery box using the reverse Mod Podge transfer method and decoupage. This video will show the steps from start to finish to guide you along if you would like to upcycle a jewelry box and give it a makeover yourself.

How cute is the end result? With this method you can make a super unique, distressed and vintage looking jewelry box.

Mod Podge   https://amzn.to/3dcEcg4
Poly Sealer     https://amzn.to/2O7pgaN
My Laser Jet printer: https://amzn.to/3sCbgF5
Chalk Paint recipe   https://youtu.be/cyi22OrwrPk

▶️ Visit my store: https://www.etsy.com/ca/shop/OurUpcyc...

▶️ Shop my Amazon store for all my favourite craft supplies: https://www.amazon.com/shop/upcycledt...

If you love my video please SUBSCRIBE and don't forget to press the bell, 🔔 like, comment and share. Stay safe and Love all. 😍😘

------------------

▶️ Please Subscribe: https://www.youtube.com/c/OurUpcycled...

------------------

▶️ Visit my store: https://www.etsy.com/ca/shop/OurUpcyc...

▶️ Support me: https://www.buymeacoffee.com/Deidre

▶️ Subscribe to my email list for more crafting and DIY content! http://eepurl.com/hLQBjf

------------------

▶️ Follow Me on:

Instagram: https://www.instagram.com/our_upcycle...

Facebook:https://www.facebook.com/deidrewoodgo...

Pinterest: https://www.pinterest.ca/deidregourlay/

TikTok:  https://www.tiktok.com/@our_upcycled_...

------------------

▶️ My other videos:

BEST DIY AIR DRY CLAY / VERY EASY RECIPE:https://youtu.be/Rq-TGLjgPkY

CHRISTMAS ORNAMENTS:https://youtu.be/9A5WnseLaIw

6 JUTE TWINE DIYS / DOLLAR STORE CRAFT IDEAS:https://youtu.be/dUhlSUCiiIY

5 GLASS JAR UPCYCLES:https://youtu.be/Lp5SU6k6erU

------------------


#upcycling #jewelrybox #OurUpcycledLife #upcycleideas #diyupcycling #upcycledcrafts #trashtotreasure #diyjewelrybox #diycrafts #upcycle #diy",2021-01-18T19:17:56Z,2317,https://www.youtube.com/watch?v=jae2wpa_QUg
_d9djWPY_e0,2021.05.24 My First Men’s Vintage Jewelry Sale,"EXCITING ANNOUNCEMENT!!!
Please mark your calendars for this Sunday evening, May 30th (4:30PM Pacific or 7:30PM Eastern) because Cindy (a.k.a. Jewelry Nurse) is being gracious enough to host me on her YouTube channel for another live sterling silver auction.  I will be on her channel (link provided below) so please subscribe to her channel if you are not already and be watching for us on the 30th!  I have some great things in store for you, including free giveaways, so I invite you to come join us.  You don't have to purchase anything ... just come join the chat and let's have some fun together!!! :)
* Cindy's channel:  https://www.youtube.com/channel/UC6qWJmo_wyhNMZuOM0H7CVQ
----------------------------------------------------------------------------------------------------------------

My Etsy shop: VintageBoutiqueCali
https://www.etsy.com/shop/VintageBoutiqueCali?ref=search_shop_redirect

My eMail address: vintageboutiquecali@yahoo.com

2021.05.24 My First Men’s Vintage Jewelry Sale

Hello, and thank you for stopping by my first men's vintage jewelry pop up sale, where I am offering  you 24 vintage items priced anywhere from $15 to $125.   Are you looking for a Father's Day gift, a birthday gift, a graduation gift, an anniversary gift, a ""just because"" gift, etc., for a gentleman in your life?  If so, come join me while I show and offer you some vintage men's jewelry in my first men's jewelry sale.

If you are interested in purchasing any of these items, you need to do THREE things:

1) Please leave a comment below with the item number(s) and description that you are interested in. This is a first-come-first-served sale, and I will be going off the date/time stamp of your comments to determine who asked for item(s) first.

2) Send me an email to VintageBoutiqueCali@yahoo.com with your name, mailing address and PayPal address so I can send you an invoice.  If you have already purchased from me before, I should already have your information unless it's changed.

3) Pay the invoice within 24 hours of receipt.

PAYMENTS
* All payments are to be made via PayPal.

SHIPPING
* All shipping is done via the United States Postal Service (USPS), and I do combine shipping so it's the most economical for you.
* Shipping within the U.S. will be $4.50 for each jewelry item #1 through 21.
* Shipping within the U.S. will be $15.50 for each larger non-jewelry item #22 through 24.
* Shipping outside the U.S. will be more depending on the country and international shipping charges.
* Shipping will occur within 24 hours of payment and I'll provide you with the tracking number.",2021-05-25T03:02:16Z,3617,https://www.youtube.com/watch?v=_d9djWPY_e0
FpU7uvPtvd8,WOW! Jewelry Hoard in Chicago! Entire Estate of Vintage &amp; Antique Jewelry!,"My trip to Chicago to check out an entire estate of vintage jewelry. I man contacted me about an entire lifetime supply of amazing jewelry! There were prototypes of Stanley Hagler, Miriam Haskell, Hattie Carnegie, Givenchy, Coro, Trifari, Sterling, Art Deco, Victorian, and the list goes on! We only stayed in Chicago for a total of 16 hours, but it was an awesome 16 hours full of pizza, jewelry, and good conversation! I bet there were over 20k pieces of jewelry and I am not even lying!

* For the giveaway please comment to be entered. This is so I can reply to your comment if you win. It is hard to contact people otherwise so please keep checking back. I will announce the winner on 3/14/2022!

* Everyone keeps asking for the names of the songs so I will start listing them here for everyone:    Geminii - Little Sister III

*Contact me at any of these:
www.OVM.shop
Instagram: @Ovm.shop
https://www.facebook.com/OVM.shop
Email: Kaciepaige03@hotmail.com",2022-03-08T01:30:41Z,1001,https://www.youtube.com/watch?v=FpU7uvPtvd8
OfKSPbBRVvU,Vintage Jewelry Haul Vintage Sterling Jewelry Haul,"Hey everyone and happy new year !
thank you for watching subscribing and commenting!
great finds especially the sterling I love the courting couple pendant and the morpho butterfly brooch with the inscription.
any questions please email me
vintage.discoveries21@gmail.com

I do sell most of the items in my videos if interested just email me I use paypal only , goods and services.

thank you",2021-12-27T02:51:09Z,4145,https://www.youtube.com/watch?v=OfKSPbBRVvU
LjEgQgLJo6Y,Amazing Vintage Jewelry Treasures in A Bag,"Thank you for watching!

Please visit my Etsy shop:https://www.etsy.com/shop/LucZal
My email : best_ach@yahoo.com
Follow me on Instagram https://www.instagram.com/_lucia__lei


My Fantastic Friend Anita’s channel https://www.youtube.com/anitafunita
Anita's Etsy shop https://www.etsy.com/shop/AnitaFunita...
https://www.instagram.com/anita_funita_/",2022-03-20T18:01:17Z,24494,https://www.youtube.com/watch?v=LjEgQgLJo6Y
9P_TSwJBmpU,Part 6 ANTIQUE &amp; Vintage JEWELRY HAUL How to Identify Old Jewelry 101 Learning Education,"Welcome to part 6 of a recent antique and vintage jewelry haul I got from a former jewelry store owner. You will see (and learn about!) some beautiful vintage and antique jewelry pieces including a lovely scarab cuff bracelet, an art deco pin with a pretty blue stone,  a Morpho butterfly necklace and much MORE. Brands include Monet, Castlecliff, Les Bernard, Crown Trifari, Marvella, Napier and others.  I hope you enjoy my haul. There are bracelets, brooches, necklaces, rings, etc. You'll likely learn a few new things about old jewelry. Thanks so much for watching, please share and like this video if you're so inclined!  I hope you enjoy my jewelry haul! xo

eBay = https://www.ebay.com/usr/TheFunkyPickleStore
Facebook = https://www.facebook.com/TheFunkyPickleThrifter
Instagram = @TheFunkyPickleThrifter

#jewelery101 #jewelryidentification #testingbakelite #testingsterlingsilver #learnaboutvintagejewelry #jewelryeducation #vintagejewelryforbeginners",2021-02-26T23:09:57Z,4514,https://www.youtube.com/watch?v=9P_TSwJBmpU
2i28Hy9qGmA,"Preview: Art Deco Jewelry, ca. 1920 | Vintage Honolulu | ANTIQUES ROADSHOW | PBS","Say Aloha to amazing Honolulu appraisals revisited 14 years later! Vintage Honolulu airs Monday, June 15 at 8/7C PM on PBS.

Watch full-length episodes of ANTIQUES ROADSHOW at http://www.pbs.org/wgbh/roadshow/watch/.

To be the first to know about all our broadcast and tour info, subscribe to our newsletter and follow us on Facebook, Twitter, Instagram, and Pinterest at @RoadshowPBS!",2020-06-11T22:40:19Z,172051,https://www.youtube.com/watch?v=2i28Hy9qGmA
MQkiDPRStwA,Vintage Estate Jewelry Hoarder Closet Tour!,"Vintage Estate Jewelry Hoarder’s Closet Tour!! Do you want me to host your auction?
♥︎ SELL OR CONSIGN: hudsonvintage@me.com SUBJECT: Sell Help
♥︎ TEXT ME:  917-809-7250 For Auction Alerts
♥︎  MEMBERSHIP:   https://www.patreon.com/hudsonvintage
♥︎  GALAXY:  https://galaxy.live/hudson-vintage
♥︎ AMAZON:  https://www.amazon.com/shop/hudsonvintage
♥︎ SOCIAL MEDIA:
Facebook: https://www.facebook.com/hudsonvintageny/
Instagram:  https://www.instagram.com/hudsonvintage/
♥︎ FRIEND MAIL
Hudson Vintage
P.O. BOX 526
Blairstown NJ
07825
♥︎ CONTACT ME:
EMAIL: hudsonvintage@me.com
TEXT:  917-809-7250
♥︎ JOIN this channel to get access to perks:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA/join

I am a vintage jewelry expert and have a vast collection of vintage jewelry and clothes. I have been a source for movies and TV,  (the last being ""The Irishman"").  I make videos on creating personal style with modern clothes we buy everyday, and adding vintage finds and thrifted treasure!  I'm a long time vintage professional. I've been a high-end NY vintage shop owner,  and my personal collection remains a source closet for designers and wardrobe directors. I make new videos every week (or almost every week) subscribe now to see them all!   xo ~D Hudson Vintage

MOST POPULAR VIDEO
https://www.tubebuddy.com/quicknav/mostpopular/UCZBYmN6psJwd2S_8-WxtUHA

LAST WEEK'S UPLOAD:
https://www.tubebuddy.com/quicknav/latest/UCZBYmN6psJwd2S_8-WxtUHA

CHANNEL INTRO:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA?sub_confirmation=1

EMAIL: hudsonvintage@me.com

As an Amazon Associate I earn from qualifying purchases",2021-08-23T00:46:50Z,9137,https://www.youtube.com/watch?v=MQkiDPRStwA
qOaL-BZ13f0,Vintage Jewelry Identification- Flower Jewelry,Do you have jewelry with images of flowers and you're trying to find out about it? This video shares everything you need to know about what your flower jewelry means and how to identify a searchable name for it you didn't know.,2021-06-26T17:54:08Z,402,https://www.youtube.com/watch?v=qOaL-BZ13f0
x_HCeohW3AA,Antique Shopping for Vintage Jewelry and Home Decor - Thrift With Us,"Thrift shop with my mom and I for unique antiques in Grants Pass Oregon! Today we visit THREE fabulous antique malls in the historical downtown and discover incredible vintage estate jewelry, Navajo jewelry and unique home decor.

Many of the items I feature are available to purchase on my online boutique The Vintage Bombshell here :  https://www.thevintagebombshell.com/

Antique Shopping in Vintage Clothing Heaven: https://youtu.be/YrIIxer5dgs

Thrift with us at The Best Goodwill Yet: https://youtu.be/t5pHslc8ZGE

Goodwill Thrift Shopping for Anthropologie and Vintage : https://youtu.be/lYgO2Ov3CWA

Watch past episodes of The Recycled Life Here: https://www.youtube.com/channel/UCEDLDyuTial0Jtb3IHCab9A

#thriftshopping #thrifthaul #vintagehaul #vintageshopping",2021-08-13T16:51:12Z,56906,https://www.youtube.com/watch?v=x_HCeohW3AA
